,route_id,direction_id,stop_id_x,stop_sequence_x,shape_dist_traveled_x,trip_headsign,route_type,stop_id_y,stop_sequence_y,shape_dist_traveled_y,distance,route_num
3518,64818,0,5111,19,6.2578,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,4849,20,6.4641,0.21,102
3142,64818,0,6309,20,7.9765,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5494,21,8.3915,0.42,102
3244,64818,0,3755,20,7.9613,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,9736,21,8.5007,0.54,102
3259,64818,0,3408,20,7.4746,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,6137,21,7.8179,0.34,102C
3519,64818,0,4849,20,6.4641,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,1419,21,6.7898,0.33,102
3143,64818,0,5494,21,8.3915,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,6578,22,8.5906,0.2,102
3174,64818,0,9736,21,8.5007,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,14128,22,8.7688,0.27,102
3260,64818,0,6137,21,7.8179,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,3153,22,8.3094,0.49,102C
3520,64818,0,1419,21,6.7898,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5858,22,7.0467,0.26,102
3144,64818,0,6578,22,8.5906,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,3700,23,8.866,0.28,102
3175,64818,0,14128,22,8.7688,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3768,23,9.0918,0.32,102
3261,64818,0,3153,22,8.3094,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,6309,23,8.5158,0.21,102C
3521,64818,0,5858,22,7.0467,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5160,23,7.2789,0.23,102
3145,64818,0,3700,23,8.866,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5612,24,9.0979,0.23,102
3176,64818,0,3768,23,9.0918,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,6534,24,9.4764,0.38,102
3262,64818,0,6309,23,8.5158,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,5494,24,8.9308,0.41,102C
3522,64818,0,5160,23,7.2789,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,8200,24,7.5063,0.23,102
3146,64818,0,5612,24,9.0979,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,3022,25,9.356,0.26,102
3177,64818,0,6534,24,9.4764,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,1369,25,9.861,0.38,102
3263,64818,0,5494,24,8.9308,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,6578,25,9.13,0.2,102C
3523,64818,0,8200,24,7.5063,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,8050,25,7.7875,0.28,102
3147,64818,0,3022,25,9.356,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5354,26,9.923,0.57,102
3178,64818,0,1369,25,9.861,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,2831,26,10.3095,0.45,102
3264,64818,0,6578,25,9.13,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,3700,26,9.4054,0.28,102C
3524,64818,0,8050,25,7.7875,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,9393,26,8.0838,0.3,102
3148,64818,0,5354,26,9.923,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,3141,27,10.5771,0.65,102
3179,64818,0,2831,26,10.3095,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5381,27,11.1418,0.83,102
3265,64818,0,3700,26,9.4054,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,5612,27,9.6373,0.23,102C
3525,64818,0,9393,26,8.0838,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,3024,27,8.3622,0.28,102
3149,64818,0,3141,27,10.5771,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,6684,28,10.7884,0.21,102
3180,64818,0,5381,27,11.1418,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3138,28,11.4033,0.26,102
3266,64818,0,5612,27,9.6373,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,3022,28,9.8954,0.26,102C
3526,64818,0,3024,27,8.3622,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,3630,28,8.5208,0.16,102
3150,64818,0,6684,28,10.7884,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,6266,29,11.1,0.31,102
3181,64818,0,3138,28,11.4033,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,6536,29,11.6661,0.26,102
3267,64818,0,3022,28,9.8954,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,5354,29,10.4624,0.57,102C
3527,64818,0,3630,28,8.5208,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,808,29,8.765,0.24,102
3151,64818,0,6266,29,11.1,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,1366,30,11.3138,0.21,102
3182,64818,0,6536,29,11.6661,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,4948,30,12.8012,1.14,102
3268,64818,0,5354,29,10.4624,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,3141,30,11.1165,0.65,102C
3528,64818,0,808,29,8.765,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,9685,30,8.977,0.21,102
3152,64818,0,1366,30,11.3138,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5111,31,11.7327,0.42,102
3183,64818,0,4948,30,12.8012,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,9796,31,13.1452,0.34,102
3269,64818,0,3141,30,11.1165,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,6684,31,11.3278,0.21,102C
3529,64818,0,9685,30,8.977,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,9841,31,9.1838,0.21,102
3153,64818,0,5111,31,11.7327,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,4849,32,11.939,0.21,102
3184,64818,0,9796,31,13.1452,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3644,32,13.347,0.2,102
3270,64818,0,6684,31,11.3278,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,6266,32,11.6394,0.31,102C
3530,64818,0,9841,31,9.1838,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,8377,32,9.5253,0.34,102
3154,64818,0,4849,32,11.939,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,1419,33,12.2647,0.33,102
3185,64818,0,3644,32,13.347,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,2538,33,13.4826,0.14,102
3271,64818,0,6266,32,11.6394,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,1366,33,11.8532,0.21,102C
3531,64818,0,8377,32,9.5253,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,2543,33,9.906,0.38,102
3155,64818,0,1419,33,12.2647,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5858,34,12.5215,0.26,102
3186,64818,0,2538,33,13.4826,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,1435,34,13.854,0.37,102
3272,64818,0,1366,33,11.8532,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,5111,34,12.272,0.42,102C
3532,64818,0,2543,33,9.906,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5736,34,10.2229,0.32,102
3156,64818,0,5858,34,12.5215,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5160,35,12.7537,0.23,102
3187,64818,0,1435,34,13.854,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,9263,35,14.8538,1.0,102
3273,64818,0,5111,34,12.272,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,4849,35,12.4783,0.21,102C
3533,64818,0,5736,34,10.2229,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,8477,35,10.3665,0.14,102
3157,64818,0,5160,35,12.7537,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,8200,36,12.9811,0.23,102
3188,64818,0,9263,35,14.8538,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,2657,36,15.0374,0.18,102
3274,64818,0,4849,35,12.4783,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,1419,36,12.804,0.33,102C
3534,64818,0,8477,35,10.3665,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,3740,36,10.6461,0.28,102
3158,64818,0,8200,36,12.9811,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,8050,37,13.2623,0.28,102
3189,64818,0,2657,36,15.0374,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3408,37,15.3789,0.34,102
3275,64818,0,1419,36,12.804,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,5858,37,13.0608,0.26,102C
3535,64818,0,3740,36,10.6461,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5872,37,10.8188,0.17,102
3159,64818,0,8050,37,13.2623,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,9393,38,13.5586,0.3,102
3190,64818,0,3408,37,15.3789,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,6137,38,15.7221,0.34,102
3276,64818,0,5858,37,13.0608,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,5160,38,13.2931,0.23,102C
3536,64818,0,5872,37,10.8188,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,4558,38,11.2756,0.46,102
3160,64818,0,9393,38,13.5586,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,3024,39,13.8371,0.28,102
3191,64818,0,6137,38,15.7221,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3153,39,16.2136,0.49,102
3277,64818,0,5160,38,13.2931,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,8200,39,13.5205,0.23,102C
3537,64818,0,4558,38,11.2756,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5626,39,11.6586,0.38,102
3161,64818,0,3024,39,13.8371,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,3630,40,13.9956,0.16,102
3192,64818,0,3153,39,16.2136,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,6309,40,16.4201,0.21,102
3278,64818,0,8200,39,13.5205,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,8050,40,13.8017,0.28,102C
3538,64818,0,5626,39,11.6586,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,14308,40,12.1712,0.51,102
3162,64818,0,3630,40,13.9956,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,808,41,14.2398,0.24,102
3193,64818,0,6309,40,16.4201,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5494,41,16.8351,0.41,102
3279,64818,0,8050,40,13.8017,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,9393,41,14.098,0.3,102C
3163,64818,0,808,41,14.2398,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,9685,42,14.4518,0.21,102
3194,64818,0,5494,41,16.8351,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,6578,42,17.0343,0.2,102
3280,64818,0,9393,41,14.098,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,3024,42,14.3764,0.28,102C
3164,64818,0,9685,42,14.4518,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,9841,43,14.6586,0.21,102
3195,64818,0,6578,42,17.0343,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3700,43,17.3096,0.28,102
3281,64818,0,3024,42,14.3764,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,3630,43,14.535,0.16,102C
3165,64818,0,9841,43,14.6586,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,8377,44,15.0001,0.34,102
3196,64818,0,3700,43,17.3096,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5612,44,17.5415,0.23,102
3282,64818,0,3630,43,14.535,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,808,44,14.7792,0.24,102C
3166,64818,0,8377,44,15.0001,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,2543,45,15.3808,0.38,102
3197,64818,0,5612,44,17.5415,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3022,45,17.7997,0.26,102
3283,64818,0,808,44,14.7792,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,9685,45,14.9912,0.21,102C
3167,64818,0,2543,45,15.3808,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5736,46,15.6977,0.32,102
3198,64818,0,3022,45,17.7997,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5354,46,18.3666,0.57,102
3284,64818,0,9685,45,14.9912,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,9841,46,15.198,0.21,102C
3168,64818,0,5736,46,15.6977,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,8477,47,15.8413,0.14,102
3199,64818,0,5354,46,18.3666,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3141,47,19.0208,0.65,102
3285,64818,0,9841,46,15.198,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,8377,47,15.5395,0.34,102C
3169,64818,0,8477,47,15.8413,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,3740,48,16.1209,0.28,102
3200,64818,0,3141,47,19.0208,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,6684,48,19.2321,0.21,102
3286,64818,0,8377,47,15.5395,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,2543,48,15.9201,0.38,102C
3170,64818,0,3740,48,16.1209,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5872,49,16.2937,0.17,102
3201,64818,0,6684,48,19.2321,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,6266,49,19.5437,0.31,102
3287,64818,0,2543,48,15.9201,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,5736,49,16.2371,0.32,102C
3171,64818,0,5872,49,16.2937,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,4558,50,16.7505,0.46,102
3202,64818,0,6266,49,19.5437,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,1366,50,19.7575,0.21,102
3288,64818,0,5736,49,16.2371,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,8477,50,16.3807,0.14,102C
3172,64818,0,4558,50,16.7505,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,5626,51,17.1335,0.38,102
3203,64818,0,1366,50,19.7575,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5111,51,20.1763,0.42,102
3289,64818,0,8477,50,16.3807,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,3740,51,16.6603,0.28,102C
3173,64818,0,5626,51,17.1335,SOUTH - 102 MARKHAM RD towards WARDEN STATION,3,14308,52,17.646,0.51,102
3204,64818,0,5111,51,20.1763,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,4849,52,20.3826,0.21,102
3290,64818,0,3740,51,16.6603,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,5872,52,16.833,0.17,102C
3205,64818,0,4849,52,20.3826,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,1419,53,20.7083,0.33,102
3291,64818,0,5872,52,16.833,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,4558,53,17.2898,0.46,102C
3206,64818,0,1419,53,20.7083,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5858,54,20.9651,0.26,102
3292,64818,0,4558,53,17.2898,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,5626,54,17.6728,0.38,102C
3207,64818,0,5858,54,20.9651,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5160,55,21.1973,0.23,102
3293,64818,0,5626,54,17.6728,SOUTH - 102C MARKHAM RD towards WARDEN STATION via DYNAMIC DR,3,14308,55,18.1853,0.51,102C
3208,64818,0,5160,55,21.1973,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,8200,56,21.4247,0.23,102
3209,64818,0,8200,56,21.4247,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,8050,57,21.7059,0.28,102
3210,64818,0,8050,57,21.7059,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,9393,58,22.0022,0.3,102
3211,64818,0,9393,58,22.0022,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3024,59,22.2807,0.28,102
3212,64818,0,3024,59,22.2807,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3630,60,22.4392,0.16,102
3213,64818,0,3630,60,22.4392,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,808,61,22.6835,0.24,102
3214,64818,0,808,61,22.6835,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,9685,62,22.8954,0.21,102
3215,64818,0,9685,62,22.8954,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,9841,63,23.1023,0.21,102
3216,64818,0,9841,63,23.1023,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,8377,64,23.4437,0.34,102
3217,64818,0,8377,64,23.4437,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,2543,65,23.8244,0.38,102
3218,64818,0,2543,65,23.8244,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5736,66,24.1413,0.32,102
3219,64818,0,5736,66,24.1413,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,8477,67,24.2849,0.14,102
3220,64818,0,8477,67,24.2849,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,3740,68,24.5645,0.28,102
3221,64818,0,3740,68,24.5645,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5872,69,24.7373,0.17,102
3222,64818,0,5872,69,24.7373,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,4558,70,25.1941,0.46,102
3223,64818,0,4558,70,25.1941,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,5626,71,25.5771,0.38,102
3224,64818,0,5626,71,25.5771,SOUTH - 102 MARKHAM RD towards WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,3,14308,72,26.0786,0.5,102
3299,64818,1,14127,1,0.0,NORTH - 102B MARKHAM RD towards STEELES,3,9736,2,2.758,2.76,102B
3300,64818,1,14308,1,0.008,NORTH - 102C MARKHAM RD towards STEELES via DYNAMIC DR,3,10165,2,0.1615,0.15,102C
3356,64818,1,14308,1,0.008,NORTH - 102B MARKHAM RD towards STEELES,3,10165,2,0.1615,0.15,102B
3985,64818,1,14308,1,0.0704,NORTH - 102D MARKHAM RD towards MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,3,10165,2,0.2239,0.15,102D
4062,64818,1,14308,1,0.0704,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,10165,2,0.2239,0.15,102A
4128,64818,1,4158,1,0.0408,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,6498,2,1.1186,1.08,102A
3302,64818,1,10165,2,0.1615,NORTH - 102C MARKHAM RD towards STEELES via DYNAMIC DR,3,7405,3,0.5697,0.41,102C
3358,64818,1,10165,2,0.1615,NORTH - 102B MARKHAM RD towards STEELES,3,7405,3,0.5697,0.41,102B
3987,64818,1,10165,2,0.2239,NORTH - 102D MARKHAM RD towards MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,3,7405,3,0.6321,0.41,102D
4063,64818,1,10165,2,0.2239,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,7405,3,0.6321,0.41,102A
4103,64818,1,6498,2,1.1186,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,5147,3,1.334,0.22,102A
3303,64818,1,7405,3,0.5697,NORTH - 102C MARKHAM RD towards STEELES via DYNAMIC DR,3,811,4,0.8692,0.3,102C
3359,64818,1,7405,3,0.5697,NORTH - 102B MARKHAM RD towards STEELES,3,811,4,0.8692,0.3,102B
3988,64818,1,7405,3,0.6321,NORTH - 102D MARKHAM RD towards MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,3,811,4,0.9316,0.3,102D
4064,64818,1,7405,3,0.6321,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,811,4,0.9316,0.3,102A
4104,64818,1,5147,3,1.334,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,8563,4,1.6847,0.35,102A
3304,64818,1,811,4,0.8692,NORTH - 102C MARKHAM RD towards STEELES via DYNAMIC DR,3,5932,5,1.0828,0.21,102C
3360,64818,1,811,4,0.8692,NORTH - 102B MARKHAM RD towards STEELES,3,5932,5,1.0828,0.21,102B
3989,64818,1,811,4,0.9316,NORTH - 102D MARKHAM RD towards MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,3,5932,5,1.1452,0.21,102D
4065,64818,1,811,4,0.9316,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,5932,5,1.1452,0.21,102A
4105,64818,1,8563,4,1.6847,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,711,5,1.9185,0.23,102A
3305,64818,1,5932,5,1.0828,NORTH - 102C MARKHAM RD towards STEELES via DYNAMIC DR,3,8840,6,1.3984,0.32,102C
3361,64818,1,5932,5,1.0828,NORTH - 102B MARKHAM RD towards STEELES,3,8840,6,1.3984,0.32,102B
3990,64818,1,5932,5,1.1452,NORTH - 102D MARKHAM RD towards MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,3,8840,6,1.4608,0.32,102D
4066,64818,1,5932,5,1.1452,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,8840,6,1.4608,0.32,102A
4106,64818,1,711,5,1.9185,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,5786,6,2.0938,0.18,102A
3306,64818,1,8840,6,1.3984,NORTH - 102C MARKHAM RD towards STEELES via DYNAMIC DR,3,3899,7,1.6566,0.26,102C
3362,64818,1,8840,6,1.3984,NORTH - 102B MARKHAM RD towards STEELES,3,3899,7,1.6566,0.26,102B
3991,64818,1,8840,6,1.4608,NORTH - 102D MARKHAM RD towards MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,3,3899,7,1.719,0.26,102D
4067,64818,1,8840,6,1.4608,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,3899,7,1.719,0.26,102A
4107,64818,1,5786,6,2.0938,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,6510,7,2.3093,0.22,102A
3307,64818,1,3899,7,1.6566,NORTH - 102C MARKHAM RD towards STEELES via DYNAMIC DR,3,812,8,1.8441,0.19,102C
3363,64818,1,3899,7,1.6566,NORTH - 102B MARKHAM RD towards STEELES,3,812,8,1.8441,0.19,102B
3992,64818,1,3899,7,1.719,NORTH - 102D MARKHAM RD towards MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,3,812,8,1.9065,0.19,102D
4068,64818,1,3899,7,1.719,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,812,8,1.9065,0.19,102A
4108,64818,1,6510,7,2.3093,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,2703,8,2.6956,0.39,102A
3308,64818,1,812,8,1.8441,NORTH - 102C MARKHAM RD towards STEELES via DYNAMIC DR,3,810,9,1.9539,0.11,102C
3364,64818,1,812,8,1.8441,NORTH - 102B MARKHAM RD towards STEELES,3,810,9,1.9539,0.11,102B
3993,64818,1,812,8,1.9065,NORTH - 102D MARKHAM RD towards MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,3,810,9,2.0163,0.11,102D
4069,64818,1,812,8,1.9065,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,810,9,2.0163,0.11,102A
4109,64818,1,2703,8,2.6956,NORTH - 102A MARKHAM RD towards PROGRESS / CENTENNIAL COLLEGE,3,8035,9,2.8819,0.19,102A
3309,64818,1,810,9,1.9539,NORTH - 102C MARKHAM RD towards STEELES via DYNAMIC DR,3,5544,10,2.2962,0.34,102C
3365,64818,1,810,9,1.9539,NORTH - 102B MARKHAM RD towards STEELES,3,5544,10,2.2962,0.34,102B
3994,64818,1,810,9,2.0163,NORTH - 102D MARKHAM RD towards MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,3,5544,10,2.3585,0.34,102D
