,route_id,direction_id,stop_id_x,stop_sequence_x,shape_dist_traveled_x,trip_headsign,route_type,stop_id_y,stop_sequence_y,shape_dist_traveled_y,distance,route_num
6789,64922,1,10355,12,3.3334,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,9843,13,3.499,0.17,41
6850,64922,1,6701,12,3.2173,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,10060,13,3.5303,0.31,41
24327,64922,1,10355,12,3.3173,NORTH - 41S KEELE SHORT TURN,3,9843,13,3.4829,0.17,41S
6735,64922,1,9843,13,3.3962,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,6689,14,3.54,0.14,41
6790,64922,1,9843,13,3.499,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,6689,14,3.6428,0.14,41
6851,64922,1,10060,13,3.5303,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5661,14,4.0088,0.48,41
24328,64922,1,9843,13,3.4829,NORTH - 41S KEELE SHORT TURN,3,6689,14,3.6267,0.14,41S
6730,64922,1,6689,14,3.54,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,2905,15,3.8059,0.27,41
6785,64922,1,6689,14,3.6428,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,2905,15,3.9087,0.27,41
6852,64922,1,5661,14,4.0088,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,431,15,4.2761,0.27,41
24323,64922,1,6689,14,3.6267,NORTH - 41S KEELE SHORT TURN,3,2905,15,3.8926,0.27,41S
6744,64922,1,2905,15,3.8059,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,6334,16,4.0615,0.26,41
6798,64922,1,2905,15,3.9087,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,6334,16,4.1643,0.26,41
6853,64922,1,431,15,4.2761,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,9654,16,4.4774,0.2,41
24336,64922,1,2905,15,3.8926,NORTH - 41S KEELE SHORT TURN,3,6334,16,4.1482,0.26,41S
6745,64922,1,6334,16,4.0615,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5162,17,4.3659,0.3,41
6799,64922,1,6334,16,4.1643,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5162,17,4.4686,0.3,41
6837,64922,1,9654,16,4.4774,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7018,17,4.7183,0.24,41
24337,64922,1,6334,16,4.1482,NORTH - 41S KEELE SHORT TURN,3,5162,17,4.4526,0.3,41S
6746,64922,1,5162,17,4.3659,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,24378,18,4.663,0.3,41
6800,64922,1,5162,17,4.4686,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,24378,18,4.7658,0.3,41
6838,64922,1,7018,17,4.7183,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,427,18,4.9167,0.2,41
24338,64922,1,5162,17,4.4526,NORTH - 41S KEELE SHORT TURN,3,24378,18,4.7497,0.3,41S
6747,64922,1,24378,18,4.663,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,2652,19,4.9506,0.29,41
6801,64922,1,24378,18,4.7658,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,2652,19,5.0534,0.29,41
6854,64922,1,427,18,4.9167,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7134,19,5.3719,0.46,41
6748,64922,1,2652,19,4.9506,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5777,20,5.1884,0.24,41
6802,64922,1,2652,19,5.0534,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5777,20,5.2912,0.24,41
6855,64922,1,7134,19,5.3719,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,8579,20,5.8396,0.47,41
6749,64922,1,5777,20,5.1884,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4989,21,5.4883,0.3,41
6803,64922,1,5777,20,5.2912,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4989,21,5.5911,0.3,41
6856,64922,1,8579,20,5.8396,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,3520,21,6.065,0.23,41
6750,64922,1,4989,21,5.4883,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,1672,22,5.7548,0.27,41
6804,64922,1,4989,21,5.5911,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,1672,22,5.8576,0.27,41
6857,64922,1,3520,21,6.065,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5451,22,6.272,0.21,41
6751,64922,1,1672,22,5.7548,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7314,23,6.1616,0.41,41
6805,64922,1,1672,22,5.8576,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7314,23,6.2643,0.41,41
6858,64922,1,5451,22,6.272,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7540,23,6.6248,0.35,41
6752,64922,1,7314,23,6.1616,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,24183,24,6.3984,0.24,41
6806,64922,1,7314,23,6.2643,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,24183,24,6.5012,0.24,41
6859,64922,1,7540,23,6.6248,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4993,24,6.8449,0.22,41
6753,64922,1,24183,24,6.3984,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,24182,25,6.5768,0.18,41
6807,64922,1,24183,24,6.5012,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,24182,25,6.6796,0.18,41
6860,64922,1,4993,24,6.8449,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,8019,25,7.0772,0.23,41
6754,64922,1,24182,25,6.5768,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,1678,26,6.903,0.33,41
6808,64922,1,24182,25,6.6796,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,1678,26,7.0058,0.33,41
6861,64922,1,8019,25,7.0772,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4724,26,7.4151,0.34,41
6755,64922,1,1678,26,6.903,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,15469,27,7.0894,0.19,41
6809,64922,1,1678,26,7.0058,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,15469,27,7.1922,0.19,41
6862,64922,1,4724,26,7.4151,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,764,27,7.6831,0.27,41
6756,64922,1,15469,27,7.0894,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4509,28,7.496,0.41,41
6810,64922,1,15469,27,7.1922,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4509,28,7.5988,0.41,41
6863,64922,1,764,27,7.6831,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5771,28,7.9414,0.26,41
6757,64922,1,4509,28,7.496,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,6701,29,7.8512,0.36,41
6811,64922,1,4509,28,7.5988,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,6701,29,7.954,0.36,41
6834,64922,1,5771,28,7.9414,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,683,29,8.4561,0.51,41
6758,64922,1,6701,29,7.8512,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,10060,30,8.1642,0.31,41
6812,64922,1,6701,29,7.954,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,10060,30,8.267,0.31,41
6835,64922,1,683,29,8.4561,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,23865,30,8.6079,0.15,41
6759,64922,1,10060,30,8.1642,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5661,31,8.6427,0.48,41
6813,64922,1,10060,30,8.267,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5661,31,8.7455,0.48,41
6836,64922,1,23865,30,8.6079,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,14373,31,8.9872,0.38,41
6760,64922,1,5661,31,8.6427,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,431,32,8.91,0.27,41
6814,64922,1,5661,31,8.7455,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,431,32,9.0128,0.27,41
6864,64922,1,14373,31,8.9872,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,14638,32,9.3202,0.33,41
6761,64922,1,431,32,8.91,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,9654,33,9.1113,0.2,41
6815,64922,1,431,32,9.0128,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,9654,33,9.2141,0.2,41
6865,64922,1,14638,32,9.3202,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,14359,33,9.5901,0.27,41
6728,64922,1,9654,33,9.1113,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7018,34,9.3522,0.24,41
6783,64922,1,9654,33,9.2141,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7018,34,9.4549,0.24,41
6866,64922,1,14359,33,9.5901,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,3566,34,9.8714,0.28,41
6729,64922,1,7018,34,9.3522,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,427,35,9.5506,0.2,41
6784,64922,1,7018,34,9.4549,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,427,35,9.6534,0.2,41
6833,64922,1,3566,34,9.8714,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,527,35,10.2194,0.35,41
6762,64922,1,427,35,9.5506,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7134,36,10.0058,0.46,41
6816,64922,1,427,35,9.6534,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7134,36,10.1085,0.46,41
6867,64922,1,527,35,10.2194,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,6909,36,10.566,0.35,41
6763,64922,1,7134,36,10.0058,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,8579,37,10.4735,0.47,41
6817,64922,1,7134,36,10.1085,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,8579,37,10.5763,0.47,41
6868,64922,1,6909,36,10.566,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7271,37,11.2093,0.64,41
6764,64922,1,8579,37,10.4735,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,3520,38,10.6989,0.23,41
6818,64922,1,8579,37,10.5763,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,3520,38,10.8017,0.23,41
6869,64922,1,7271,37,11.2093,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,23857,38,12.4995,1.29,41
6765,64922,1,3520,38,10.6989,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5451,39,10.9059,0.21,41
6819,64922,1,3520,38,10.8017,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5451,39,11.0087,0.21,41
6766,64922,1,5451,39,10.9059,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7540,40,11.2587,0.35,41
6820,64922,1,5451,39,11.0087,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7540,40,11.3615,0.35,41
6767,64922,1,7540,40,11.2587,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4993,41,11.4788,0.22,41
6821,64922,1,7540,40,11.3615,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4993,41,11.5816,0.22,41
6768,64922,1,4993,41,11.4788,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,8019,42,11.7111,0.23,41
6822,64922,1,4993,41,11.5816,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,8019,42,11.8139,0.23,41
6769,64922,1,8019,42,11.7111,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4724,43,12.049,0.34,41
6823,64922,1,8019,42,11.8139,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,4724,43,12.1517,0.34,41
6770,64922,1,4724,43,12.049,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,764,44,12.3169,0.27,41
6824,64922,1,4724,43,12.1517,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,764,44,12.4197,0.27,41
6771,64922,1,764,44,12.3169,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5771,45,12.5753,0.26,41
6825,64922,1,764,44,12.4197,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,5771,45,12.6781,0.26,41
6725,64922,1,5771,45,12.5753,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,683,46,13.09,0.51,41
6780,64922,1,5771,45,12.6781,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,683,46,13.1927,0.51,41
6726,64922,1,683,46,13.09,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,23865,47,13.2418,0.15,41
6781,64922,1,683,46,13.1927,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,23865,47,13.3445,0.15,41
6727,64922,1,23865,47,13.2418,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,14373,48,13.6211,0.38,41
6782,64922,1,23865,47,13.3445,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,14373,48,13.7239,0.38,41
6772,64922,1,14373,48,13.6211,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,14638,49,13.9541,0.33,41
6826,64922,1,14373,48,13.7239,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,14638,49,14.0569,0.33,41
6773,64922,1,14638,49,13.9541,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,14359,50,14.224,0.27,41
6827,64922,1,14638,49,14.0569,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,14359,50,14.3268,0.27,41
6774,64922,1,14359,50,14.224,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,3566,51,14.5053,0.28,41
6828,64922,1,14359,50,14.3268,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,3566,51,14.6081,0.28,41
6724,64922,1,3566,51,14.5053,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,527,52,14.8533,0.35,41
6779,64922,1,3566,51,14.6081,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,527,52,14.9561,0.35,41
6775,64922,1,527,52,14.8533,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,6909,53,15.1999,0.35,41
6830,64922,1,527,52,14.9561,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,6909,53,15.3027,0.35,41
6776,64922,1,6909,53,15.1999,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7271,54,15.8432,0.64,41
6831,64922,1,6909,53,15.3027,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,7271,54,15.946,0.64,41
6777,64922,1,7271,54,15.8432,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,9640,55,17.0923,1.25,41
6778,64922,1,7271,54,15.8432,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,23857,55,17.1334,1.29,41
6832,64922,1,7271,54,15.946,NORTH - 41 KEELE towards PIONEER VILLAGE STATION,3,23857,55,17.2362,1.29,41
4299,64923,0,14208,1,0.0,EAST - 42A CUMMER towards MIDDLEFIELD,3,1805,2,0.2301,0.23,42A
4291,64923,0,1805,2,0.2301,EAST - 42A CUMMER towards MIDDLEFIELD,3,12888,3,0.545,0.31,42A
4297,64923,0,12888,3,0.545,EAST - 42A CUMMER towards MIDDLEFIELD,3,8745,4,0.8593,0.31,42A
4300,64923,0,8745,4,0.8593,EAST - 42A CUMMER towards MIDDLEFIELD,3,3404,5,1.0985,0.24,42A
4301,64923,0,3404,5,1.0985,EAST - 42A CUMMER towards MIDDLEFIELD,3,9867,6,1.4116,0.31,42A
4302,64923,0,9867,6,1.4116,EAST - 42A CUMMER towards MIDDLEFIELD,3,4077,7,1.5337,0.12,42A
4303,64923,0,4077,7,1.5337,EAST - 42A CUMMER towards MIDDLEFIELD,3,7726,8,1.8232,0.29,42A
4304,64923,0,7726,8,1.8232,EAST - 42A CUMMER towards MIDDLEFIELD,3,9449,9,2.1002,0.28,42A
4305,64923,0,9449,9,2.1002,EAST - 42A CUMMER towards MIDDLEFIELD,3,9142,10,2.4905,0.39,42A
4306,64923,0,9142,10,2.4905,EAST - 42A CUMMER towards MIDDLEFIELD,3,7023,11,2.7716,0.28,42A
4307,64923,0,7023,11,2.7716,EAST - 42A CUMMER towards MIDDLEFIELD,3,10251,12,3.0292,0.26,42A
4308,64923,0,10251,12,3.0292,EAST - 42A CUMMER towards MIDDLEFIELD,3,9883,13,3.2735,0.24,42A
4309,64923,0,9883,13,3.2735,EAST - 42A CUMMER towards MIDDLEFIELD,3,3699,14,3.7095,0.44,42A
4310,64923,0,3699,14,3.7095,EAST - 42A CUMMER towards MIDDLEFIELD,3,8399,15,4.1188,0.41,42A
4311,64923,0,8399,15,4.1188,EAST - 42A CUMMER towards MIDDLEFIELD,3,9656,16,4.4796,0.36,42A
4312,64923,0,9656,16,4.4796,EAST - 42A CUMMER towards MIDDLEFIELD,3,8090,17,4.9367,0.46,42A
4313,64923,0,8090,17,4.9367,EAST - 42A CUMMER towards MIDDLEFIELD,3,1175,18,5.2464,0.31,42A
4314,64923,0,1175,18,5.2464,EAST - 42A CUMMER towards MIDDLEFIELD,3,4855,19,5.5065,0.26,42A
4315,64923,0,4855,19,5.5065,EAST - 42A CUMMER towards MIDDLEFIELD,3,4540,20,5.7161,0.21,42A
4316,64923,0,4540,20,5.7161,EAST - 42A CUMMER towards MIDDLEFIELD,3,8723,21,6.0706,0.35,42A
4317,64923,0,8723,21,6.0706,EAST - 42A CUMMER towards MIDDLEFIELD,3,8373,22,6.3306,0.26,42A
4318,64923,0,8373,22,6.3306,EAST - 42A CUMMER towards MIDDLEFIELD,3,3757,23,6.5611,0.23,42A
4319,64923,0,3757,23,6.5611,EAST - 42A CUMMER towards MIDDLEFIELD,3,1807,24,6.7576,0.2,42A
4320,64923,0,1807,24,6.7576,EAST - 42A CUMMER towards MIDDLEFIELD,3,8247,25,7.1109,0.35,42A
4321,64923,0,8247,25,7.1109,EAST - 42A CUMMER towards MIDDLEFIELD,3,7803,26,7.6829,0.57,42A
4322,64923,0,7803,26,7.6829,EAST - 42A CUMMER towards MIDDLEFIELD,3,573,27,8.1322,0.45,42A
4298,64923,0,573,27,8.1322,EAST - 42A CUMMER towards MIDDLEFIELD,3,8403,28,8.2406,0.11,42A
4323,64923,0,8403,28,8.2406,EAST - 42A CUMMER towards MIDDLEFIELD,3,5010,29,8.4127,0.17,42A
4324,64923,0,5010,29,8.4127,EAST - 42A CUMMER towards MIDDLEFIELD,3,3968,30,8.5908,0.18,42A
4325,64923,0,3968,30,8.5908,EAST - 42A CUMMER towards MIDDLEFIELD,3,10123,31,8.9707,0.38,42A
4326,64923,0,10123,31,8.9707,EAST - 42A CUMMER towards MIDDLEFIELD,3,6921,32,9.1817,0.21,42A
4327,64923,0,6921,32,9.1817,EAST - 42A CUMMER towards MIDDLEFIELD,3,7479,33,9.4186,0.24,42A
4328,64923,0,7479,33,9.4186,EAST - 42A CUMMER towards MIDDLEFIELD,3,2663,34,9.8734,0.45,42A
4329,64923,0,2663,34,9.8734,EAST - 42A CUMMER towards MIDDLEFIELD,3,10366,35,10.0568,0.18,42A
4330,64923,0,10366,35,10.0568,EAST - 42A CUMMER towards MIDDLEFIELD,3,8257,36,10.2472,0.19,42A
4331,64923,0,8257,36,10.2472,EAST - 42A CUMMER towards MIDDLEFIELD,3,1259,37,10.4518,0.2,42A
4332,64923,0,1259,37,10.4518,EAST - 42A CUMMER towards MIDDLEFIELD,3,571,38,10.6766,0.22,42A
4333,64923,0,571,38,10.6766,EAST - 42A CUMMER towards MIDDLEFIELD,3,5161,39,11.1026,0.43,42A
4334,64923,0,5161,39,11.1026,EAST - 42A CUMMER towards MIDDLEFIELD,3,14759,40,11.6874,0.58,42A
4335,64923,0,14759,40,11.6874,EAST - 42A CUMMER towards MIDDLEFIELD,3,7442,41,11.9281,0.24,42A
4336,64923,0,7442,41,11.9281,EAST - 42A CUMMER towards MIDDLEFIELD,3,6181,42,12.461,0.53,42A
4337,64923,0,6181,42,12.461,EAST - 42A CUMMER towards MIDDLEFIELD,3,1830,43,12.8086,0.35,42A
4338,64923,0,1830,43,12.8086,EAST - 42A CUMMER towards MIDDLEFIELD,3,1087,44,13.2814,0.47,42A
4339,64923,0,1087,44,13.2814,EAST - 42A CUMMER towards MIDDLEFIELD,3,3113,45,13.645,0.36,42A
4340,64923,0,3113,45,13.645,EAST - 42A CUMMER towards MIDDLEFIELD,3,6103,46,13.8414,0.2,42A
4341,64923,0,6103,46,13.8414,EAST - 42A CUMMER towards MIDDLEFIELD,3,5787,47,14.0309,0.19,42A
4342,64923,0,5787,47,14.0309,EAST - 42A CUMMER towards MIDDLEFIELD,3,4261,48,14.2648,0.23,42A
4343,64923,0,4261,48,14.2648,EAST - 42A CUMMER towards MIDDLEFIELD,3,5178,49,14.4673,0.2,42A
4344,64923,0,5178,49,14.4673,EAST - 42A CUMMER towards MIDDLEFIELD,3,2590,50,14.6867,0.22,42A
4292,64923,0,2590,50,14.6867,EAST - 42A CUMMER towards MIDDLEFIELD,3,771,51,14.8457,0.16,42A
4293,64923,0,771,51,14.8457,EAST - 42A CUMMER towards MIDDLEFIELD,3,6066,52,15.0267,0.18,42A
4294,64923,0,6066,52,15.0267,EAST - 42A CUMMER towards MIDDLEFIELD,3,703,53,15.257,0.23,42A
4295,64923,0,703,53,15.257,EAST - 42A CUMMER towards MIDDLEFIELD,3,2428,54,15.533,0.28,42A
4296,64923,0,2428,54,15.533,EAST - 42A CUMMER towards MIDDLEFIELD,3,9877,55,15.7814,0.25,42A
4345,64923,0,9877,55,15.7814,EAST - 42A CUMMER towards MIDDLEFIELD,3,5814,56,15.975,0.19,42A
4346,64923,0,5814,56,15.975,EAST - 42A CUMMER towards MIDDLEFIELD,3,5727,57,16.2293,0.25,42A
4347,64923,0,5727,57,16.2293,EAST - 42A CUMMER towards MIDDLEFIELD,3,9778,58,16.4865,0.26,42A
4289,64923,0,9778,58,16.4865,EAST - 42A CUMMER towards MIDDLEFIELD,3,3383,59,16.6422,0.16,42A
4290,64923,0,3383,59,16.6422,EAST - 42A CUMMER towards MIDDLEFIELD,3,4562,60,16.924,0.28,42A
4348,64923,1,4562,1,0.0,WEST - 42 CUMMER towards FINCH STATION,3,2759,2,0.2501,0.25,42
4354,64923,1,2759,2,0.2501,WEST - 42 CUMMER towards FINCH STATION,3,8052,3,0.4144,0.16,42
4355,64923,1,8052,3,0.4144,WEST - 42 CUMMER towards FINCH STATION,3,4363,4,0.6146,0.2,42
4356,64923,1,4363,4,0.6146,WEST - 42 CUMMER towards FINCH STATION,3,9000,5,0.9831,0.37,42
4349,64923,1,9000,5,0.9831,WEST - 42 CUMMER towards FINCH STATION,3,5725,6,1.3672,0.38,42
4357,64923,1,5725,6,1.3672,WEST - 42 CUMMER towards FINCH STATION,3,4619,7,1.5406,0.17,42
4358,64923,1,4619,7,1.5406,WEST - 42 CUMMER towards FINCH STATION,3,1552,8,1.7072,0.17,42
4359,64923,1,1552,8,1.7072,WEST - 42 CUMMER towards FINCH STATION,3,5427,9,1.9046,0.2,42
4360,64923,1,5427,9,1.9046,WEST - 42 CUMMER towards FINCH STATION,3,4409,10,2.3068,0.4,42
4361,64923,1,4409,10,2.3068,WEST - 42 CUMMER towards FINCH STATION,3,4315,11,2.7265,0.42,42
4362,64923,1,4315,11,2.7265,WEST - 42 CUMMER towards FINCH STATION,3,3284,12,3.1418,0.42,42
4363,64923,1,3284,12,3.1418,WEST - 42 CUMMER towards FINCH STATION,3,8301,13,3.6244,0.48,42
4364,64923,1,8301,13,3.6244,WEST - 42 CUMMER towards FINCH STATION,3,14760,14,3.8603,0.24,42
4365,64923,1,14760,14,3.8603,WEST - 42 CUMMER towards FINCH STATION,3,2851,15,4.4458,0.59,42
4350,64923,1,2851,15,4.4458,WEST - 42 CUMMER towards FINCH STATION,3,572,16,4.8888,0.44,42
4351,64923,1,572,16,4.8888,WEST - 42 CUMMER towards FINCH STATION,3,2417,17,5.1012,0.21,42
4352,64923,1,2417,17,5.1012,WEST - 42 CUMMER towards FINCH STATION,3,2903,18,5.3704,0.27,42
4366,64923,1,2903,18,5.3704,WEST - 42 CUMMER towards FINCH STATION,3,4750,19,5.5453,0.17,42
4367,64923,1,4750,19,5.5453,WEST - 42 CUMMER towards FINCH STATION,3,6898,20,5.7547,0.21,42
4368,64923,1,6898,20,5.7547,WEST - 42 CUMMER towards FINCH STATION,3,9952,21,6.1181,0.36,42
4369,64923,1,9952,21,6.1181,WEST - 42 CUMMER towards FINCH STATION,3,1862,22,6.5764,0.46,42
4370,64923,1,1862,22,6.5764,WEST - 42 CUMMER towards FINCH STATION,3,3283,23,6.9461,0.37,42
4371,64923,1,3283,23,6.9461,WEST - 42 CUMMER towards FINCH STATION,3,1345,24,7.1935,0.25,42
4372,64923,1,1345,24,7.1935,WEST - 42 CUMMER towards FINCH STATION,3,570,25,7.3785,0.18,42
4373,64923,1,570,25,7.3785,WEST - 42 CUMMER towards FINCH STATION,3,6432,26,7.4845,0.11,42
4374,64923,1,6432,26,7.4845,WEST - 42 CUMMER towards FINCH STATION,3,5831,27,7.8524,0.37,42
4375,64923,1,5831,27,7.8524,WEST - 42 CUMMER towards FINCH STATION,3,8379,28,8.4616,0.61,42
4376,64923,1,8379,28,8.4616,WEST - 42 CUMMER towards FINCH STATION,3,2411,29,8.7584,0.3,42
4377,64923,1,2411,29,8.7584,WEST - 42 CUMMER towards FINCH STATION,3,7693,30,8.9902,0.23,42
4378,64923,1,7693,30,8.9902,WEST - 42 CUMMER towards FINCH STATION,3,9732,31,9.2431,0.25,42
4379,64923,1,9732,31,9.2431,WEST - 42 CUMMER towards FINCH STATION,3,7527,32,9.4996,0.26,42
4380,64923,1,7527,32,9.4996,WEST - 42 CUMMER towards FINCH STATION,3,3782,33,9.8513,0.35,42
4381,64923,1,3782,33,9.8513,WEST - 42 CUMMER towards FINCH STATION,3,7999,34,10.0602,0.21,42
4382,64923,1,7999,34,10.0602,WEST - 42 CUMMER towards FINCH STATION,3,8278,35,10.3114,0.25,42
4383,64923,1,8278,35,10.3114,WEST - 42 CUMMER towards FINCH STATION,3,24326,36,10.6636,0.35,42
4384,64923,1,24326,36,10.6636,WEST - 42 CUMMER towards FINCH STATION,3,8419,37,11.8597,1.2,42
4385,64923,1,8419,37,11.8597,WEST - 42 CUMMER towards FINCH STATION,3,3980,38,13.8838,2.02,42
4353,64923,1,3980,38,13.8838,WEST - 42 CUMMER towards FINCH STATION,3,24327,39,14.7775,0.89,42
4386,64923,1,24327,39,14.7775,WEST - 42 CUMMER towards FINCH STATION,3,8129,40,14.9904,0.21,42
4387,64923,1,8129,40,14.9904,WEST - 42 CUMMER towards FINCH STATION,3,3727,41,15.3756,0.39,42
4388,64923,1,3727,41,15.3756,WEST - 42 CUMMER towards FINCH STATION,3,14691,42,15.688,0.31,42
4389,64923,1,14691,42,15.688,WEST - 42 CUMMER towards FINCH STATION,3,7207,43,15.9724,0.28,42
4390,64923,1,7207,43,15.9724,WEST - 42 CUMMER towards FINCH STATION,3,6332,44,16.1009,0.13,42
4391,64923,1,6332,44,16.1009,WEST - 42 CUMMER towards FINCH STATION,3,1209,45,16.4033,0.3,42
4392,64923,1,1209,45,16.4033,WEST - 42 CUMMER towards FINCH STATION,3,7689,46,16.649,0.25,42
4393,64923,1,7689,46,16.649,WEST - 42 CUMMER towards FINCH STATION,3,14208,47,17.7088,1.06,42
